ngram,doc_freq,doc_freq_ratio
"('VERB', 'nsubj', 'NOUN', 'acl', 'VERB')",548,0.0274
"('ADV', 'prep', 'ADP', 'pobj', 'NOUN', 'det', 'DET')",547,0.02735
"('AUX', 'conj', 'VERB', 'prep', 'ADP')",546,0.0273
"('AUX', 'advcl', 'VERB', 'nsubj', 'PRON')",546,0.0273
"('VERB', 'dobj', 'NOUN', 'conj', 'NOUN', 'det', 'DET')",545,0.02725
"('PROPN', 'compound', 'NOUN')",545,0.02725
"('VERB', 'oprd', 'ADJ')",541,0.02705
"('VERB', 'xcomp', 'VERB', 'advmod', 'ADV')",540,0.027
"('VERB', 'advmod', 'ADV', 'prep', 'ADP', 'pobj', 'NOUN')",540,0.027
"('VERB', 'dobj', 'NOUN', 'conj', 'NOUN', 'amod', 'ADJ')",539,0.02695
"('VERB', 'ccomp', 'VERB', 'dobj', 'NOUN', 'amod', 'ADJ')",539,0.02695
"('NOUN', 'acl', 'VERB', 'agent', 'ADP', 'pobj', 'NOUN')",539,0.02695
"('ADJ', 'prep', 'ADP', 'pobj', 'NOUN', 'amod', 'ADJ')",538,0.0269
"('VERB', 'prep', 'ADP', 'pcomp', 'VERB', 'dobj', 'NOUN')",536,0.0268
"('PRON', 'punct', 'PUNCT')",536,0.0268
"('AUX', 'acomp', 'ADJ', 'xcomp', 'VERB', 'aux', 'PART')",535,0.02675
"('VERB', 'neg', 'ADV')",531,0.02655
"('VERB', 'agent', 'ADP', 'pobj', 'NOUN', 'amod', 'ADJ')",529,0.02645
"('VERB', 'ccomp', 'AUX', 'prep', 'ADP')",529,0.02645
"('NOUN', 'appos', 'NOUN', 'amod', 'ADJ')",526,0.0263
"('PROPN', 'relcl', 'VERB')",526,0.0263
"('VERB', 'nsubjpass', 'NOUN', 'prep', 'ADP', 'pobj', 'NOUN')",525,0.02625
"('VERB', 'advcl', 'VERB', 'advcl', 'VERB')",519,0.02595
"('NUM', 'prep', 'ADP', 'pobj', 'NOUN')",519,0.02595
"('ADP', 'pobj', 'NOUN', 'amod', 'ADJ', 'conj', 'ADJ')",517,0.02585
"('PRON', 'prep', 'ADP', 'pobj', 'NOUN')",517,0.02585
"('VERB', 'advcl', 'VERB', 'ccomp', 'VERB')",515,0.02575
"('VERB', 'conj', 'VERB', 'advcl', 'VERB', 'mark', 'SCONJ')",513,0.02565
"('VERB', 'nsubj', 'NOUN', 'conj', 'NOUN')",511,0.02555
"('VERB', 'advcl', 'VERB', 'prt', 'ADP')",509,0.02545
"('NOUN', 'relcl', 'VERB', 'auxpass', 'AUX')",505,0.02525
"('PRON', 'relcl', 'VERB')",505,0.02525
"('VERB', 'conj', 'AUX', 'nsubj', 'PRON')",504,0.0252
"('AUX', 'advmod', 'SCONJ')",502,0.0251
"('NOUN', 'compound', 'NOUN', 'punct', 'PUNCT')",501,0.02505
"('NOUN', 'relcl', 'VERB', 'prep', 'ADP', 'pobj', 'PRON')",501,0.02505
"('NOUN', 'acl', 'VERB', 'dobj', 'NOUN', 'amod', 'ADJ')",495,0.02475
"('AUX', 'advcl', 'VERB', 'prep', 'ADP')",495,0.02475
"('VERB', 'ccomp', 'VERB', 'xcomp', 'VERB', 'aux', 'PART')",494,0.0247
"('ADP', 'pobj', 'NOUN', 'acl', 'VERB', 'dobj', 'NOUN')",491,0.02455
"('VERB', 'prep', 'SCONJ', 'pobj', 'NOUN')",490,0.0245
"('PROPN', 'conj', 'NOUN')",488,0.0244
"('NOUN', 'appos', 'NOUN', 'punct', 'PUNCT')",486,0.0243
"('ADP', 'prep', 'ADP', 'pobj', 'NOUN', 'det', 'DET')",484,0.0242
"('VERB', 'dobj', 'PROPN', 'det', 'DET')",484,0.0242
"('VERB', 'advcl', 'VERB', 'xcomp', 'VERB')",482,0.0241
"('ADP', 'cc', 'CCONJ')",479,0.02395
"('VERB', 'conj', 'VERB', 'prep', 'ADP', 'pobj', 'PRON')",476,0.0238
"('VERB', 'prep', 'ADP', 'pcomp', 'VERB', 'prep', 'ADP')",474,0.0237
"('AUX', 'conj', 'VERB', 'dobj', 'NOUN')",473,0.02365
"('VERB', 'prep', 'ADP', 'pobj', 'ADJ')",472,0.0236
"('AUX', 'attr', 'NOUN', 'relcl', 'VERB')",471,0.02355
"('VERB', 'npadvmod', 'NOUN', 'amod', 'ADJ')",469,0.02345
"('ADP', 'pcomp', 'VERB', 'dobj', 'NOUN', 'det', 'DET')",468,0.0234
"('ADP', 'pobj', 'ADJ', 'det', 'DET')",466,0.0233
"('VERB', 'dobj', 'NOUN', 'relcl', 'VERB', 'prep', 'ADP')",464,0.0232
"('ADP', 'pobj', 'NOUN', 'amod', 'ADJ', 'advmod', 'ADV')",463,0.02315
"('VERB', 'conj', 'VERB', 'ccomp', 'VERB', 'nsubj', 'PRON')",461,0.02305
"('VERB', 'ccomp', 'VERB', 'dobj', 'NOUN', 'prep', 'ADP')",459,0.02295
"('NOUN', 'acl', 'VERB', 'aux', 'PART')",458,0.0229
"('AUX', 'advcl', 'VERB', 'dobj', 'NOUN')",448,0.0224
"('VERB', 'prep', 'ADP', 'pobj', 'NUM')",448,0.0224
"('VERB', 'ccomp', 'AUX', 'aux', 'AUX')",447,0.02235
"('NOUN', 'relcl', 'VERB', 'nsubj', 'NOUN')",446,0.0223
"('NOUN', 'relcl', 'VERB', 'aux', 'PART')",445,0.02225
"('AUX', 'prep', 'ADP', 'pobj', 'PRON')",443,0.02215
"('VERB', 'nsubjpass', 'PROPN')",443,0.02215
"('NOUN', 'relcl', 'AUX', 'nsubj', 'PRON')",442,0.0221
"('ADP', 'pcomp', 'ADV')",441,0.02205
"('ADJ', 'npadvmod', 'NOUN')",438,0.0219
"('VERB', 'advcl', 'VERB', 'auxpass', 'AUX')",438,0.0219
"('PROPN', 'nummod', 'NUM')",438,0.0219
"('VERB', 'parataxis', 'VERB')",438,0.0219
"('NOUN', 'acl', 'VERB', 'advmod', 'ADV')",437,0.02185
"('VERB', 'ccomp', 'VERB', 'prep', 'ADP', 'pobj', 'PRON')",436,0.0218
"('VERB', 'conj', 'VERB', 'advcl', 'VERB', 'prep', 'ADP')",429,0.02145
"('VERB', 'ccomp', 'ADJ')",428,0.0214
"('VERB', 'ccomp', 'AUX', 'advmod', 'ADV')",424,0.0212
"('VERB', 'ccomp', 'VERB', 'ccomp', 'VERB', 'nsubj', 'PRON')",424,0.0212
"('INTJ', 'punct', 'PUNCT')",423,0.02115
"('SCONJ', 'pobj', 'NOUN', 'det', 'DET')",420,0.021
"('VERB', 'dobj', 'NOUN', 'acl', 'VERB', 'prep', 'ADP')",419,0.02095
"('VERB', 'ccomp', 'AUX', 'nsubj', 'NOUN', 'det', 'DET')",419,0.02095
"('VERB', 'advcl', 'VERB', 'xcomp', 'VERB', 'aux', 'PART')",418,0.0209
"('AUX', 'acomp', 'ADJ', 'cc', 'CCONJ')",415,0.02075
"('PROPN', 'appos', 'PROPN')",415,0.02075
"('PROPN', 'prep', 'ADP', 'pobj', 'NOUN')",415,0.02075
"('ADP', 'pobj', 'NOUN', 'poss', 'NOUN', 'det', 'DET')",415,0.02075
"('AUX', 'attr', 'PROPN')",415,0.02075
"('PROPN', 'relcl', 'VERB', 'nsubj', 'PRON')",412,0.0206
"('VERB', 'advcl', 'VERB', 'prep', 'ADP', 'pobj', 'PRON')",411,0.02055
"('NOUN', 'amod', 'NOUN')",410,0.0205
"('VERB', 'advcl', 'VERB', 'nsubj', 'PROPN')",410,0.0205
"('ADP', 'pcomp', 'VERB', 'nsubj', 'NOUN')",409,0.02045
"('AUX', 'conj', 'VERB', 'prep', 'ADP', 'pobj', 'NOUN')",408,0.0204
"('VERB', 'conj', 'VERB', 'conj', 'VERB', 'prep', 'ADP')",407,0.02035
"('AUX', 'conj', 'VERB', 'aux', 'AUX')",403,0.02015
