ngram,doc_freq,doc_freq_ratio
"('NOUN', 'PUNCT', 'PROPN', 'VERB')",431,0.02155
"('PUNCT', 'PRON', 'ADJ')",430,0.0215
"('ADV', 'DET', 'ADJ')",430,0.0215
"('SCONJ', 'DET', 'ADJ', 'NOUN')",430,0.0215
"('PUNCT', 'PUNCT', 'PROPN', 'PUNCT')",430,0.0215
"('PRON', 'PUNCT', 'PUNCT', 'PRON')",430,0.0215
"('CCONJ', 'VERB', 'NOUN')",429,0.02145
"('NOUN', 'PUNCT', 'ADP', 'NOUN')",429,0.02145
"('PROPN', 'PUNCT', 'DET', 'NOUN')",429,0.02145
"('ADP', 'NOUN', 'AUX')",428,0.0214
"('NOUN', 'ADJ', 'NOUN')",427,0.02135
"('DET', 'NOUN', 'NOUN', 'VERB')",427,0.02135
"('ADV', 'PART', 'VERB')",426,0.0213
"('NOUN', 'NUM')",425,0.02125
"('CCONJ', 'PROPN', 'PROPN')",425,0.02125
"('DET', 'PUNCT')",425,0.02125
"('ADP', 'PUNCT', 'PUNCT')",425,0.02125
"('PUNCT', 'VERB', 'ADJ')",424,0.0212
"('PROPN', 'ADP', 'DET', 'NOUN')",424,0.0212
"('VERB', 'NOUN', 'ADP', 'PRON')",424,0.0212
"('ADP', 'ADJ', 'ADJ', 'NOUN')",423,0.02115
"('DET', 'NOUN', 'VERB', 'ADJ')",423,0.02115
"('CCONJ', 'ADJ', 'NOUN', 'ADP')",423,0.02115
"('VERB', 'PRON', 'AUX', 'VERB')",423,0.02115
"('DET', 'NOUN', 'ADV', 'PUNCT')",422,0.0211
"('ADV', 'NOUN')",422,0.0211
"('DET', 'NOUN', 'VERB', 'PART')",421,0.02105
"('NOUN', 'PRON', 'VERB', 'DET')",421,0.02105
"('SCONJ', 'PRON', 'AUX', 'ADV')",420,0.021
"('PUNCT', 'CCONJ', 'VERB', 'PRON')",420,0.021
"('NOUN', 'PUNCT', 'SCONJ', 'DET')",419,0.02095
"('ADJ', 'ADP', 'PRON', 'PUNCT')",419,0.02095
"('AUX', 'ADJ', 'CCONJ')",418,0.0209
"('NOUN', 'SCONJ', 'DET', 'NOUN')",418,0.0209
"('NOUN', 'ADP', 'ADP')",418,0.0209
"('PROPN', 'PUNCT', 'SCONJ')",418,0.0209
"('AUX', 'VERB', 'ADP', 'ADJ')",417,0.02085
"('VERB', 'NUM', 'NOUN')",416,0.0208
"('PUNCT', 'ADV', 'PRON', 'VERB')",416,0.0208
"('ADP', 'ADP', 'NOUN')",415,0.02075
"('PUNCT', 'VERB', 'PRON', 'NOUN')",415,0.02075
"('AUX', 'VERB', 'ADV', 'ADP')",412,0.0206
"('CCONJ', 'VERB', 'ADV')",412,0.0206
"('PUNCT', 'PROPN', 'PUNCT', 'PRON')",412,0.0206
"('ADP', 'NOUN', 'NOUN', 'PUNCT')",411,0.02055
"('ADJ', 'PUNCT', 'PRON', 'VERB')",410,0.0205
"('CCONJ', 'ADV', 'PUNCT')",410,0.0205
"('VERB', 'ADP', 'VERB')",410,0.0205
"('PART', 'ADJ', 'NOUN')",409,0.02045
"('ADP', 'PRON', 'ADP', 'DET')",408,0.0204
"('AUX', 'PART', 'VERB', 'ADP')",407,0.02035
"('PUNCT', 'CCONJ', 'ADP', 'DET')",406,0.0203
"('PRON', 'VERB', 'ADV', 'ADP')",405,0.02025
"('PROPN', 'PROPN', 'CCONJ')",404,0.0202
"('PUNCT', 'CCONJ', 'VERB', 'ADP')",404,0.0202
"('VERB', 'PUNCT', 'PUNCT', 'PUNCT')",404,0.0202
"('ADP', 'PRON', 'ADV')",403,0.02015
"('SCONJ', 'ADJ')",403,0.02015
"('ADV', 'PUNCT', 'PROPN')",401,0.02005
"('ADP', 'NOUN', 'VERB', 'ADP')",400,0.02
"('PRON', 'PUNCT', 'ADP')",400,0.02
"('ADP', 'VERB', 'DET')",400,0.02
