ngram,doc_freq,doc_freq_ratio
"('ADJ', 'PART', 'VERB')",931,0.04655
"('ADV', 'PUNCT', 'CCONJ')",928,0.0464
"('ADV', 'VERB', 'DET')",926,0.0463
"('ADV', 'PUNCT', 'VERB')",922,0.0461
"('PROPN', 'PUNCT', 'VERB')",921,0.04605
"('PRON', 'NOUN', 'CCONJ')",919,0.04595
"('DET', 'NUM')",917,0.04585
"('PRON', 'VERB', 'ADP', 'PRON')",915,0.04575
"('PRON', 'VERB', 'SCONJ')",910,0.0455
"('ADJ', 'NOUN', 'ADP', 'ADJ')",909,0.04545
"('ADJ', 'PUNCT', 'NOUN')",909,0.04545
"('PRON', 'AUX', 'VERB', 'PUNCT')",909,0.04545
"('ADJ', 'NOUN', 'CCONJ', 'NOUN')",907,0.04535
"('AUX', 'VERB', 'ADP', 'PRON')",907,0.04535
"('DET', 'NOUN', 'PUNCT', 'NOUN')",906,0.0453
"('NOUN', 'PUNCT', 'CCONJ', 'VERB')",901,0.04505
"('DET', 'PROPN', 'PUNCT')",899,0.04495
"('ADJ', 'CCONJ', 'ADJ', 'NOUN')",898,0.0449
"('NOUN', 'VERB', 'ADJ')",892,0.0446
"('DET', 'NOUN', 'PUNCT', 'ADP')",889,0.04445
"('PART', 'ADJ')",885,0.04425
"('AUX', 'VERB', 'DET', 'ADJ')",880,0.044
"('DET', 'NOUN', 'PRON', 'AUX')",879,0.04395
"('NOUN', 'ADP', 'PROPN', 'PUNCT')",877,0.04385
"('NOUN', 'ADP', 'VERB')",876,0.0438
"('PUNCT', 'PUNCT', 'CCONJ')",872,0.0436
"('PRON', 'NOUN', 'ADP', 'DET')",870,0.0435
"('PUNCT', 'CCONJ', 'ADP')",870,0.0435
"('NOUN', 'PUNCT', 'AUX')",869,0.04345
"('VERB', 'ADP', 'ADP', 'DET')",868,0.0434
"('AUX', 'VERB', 'PART', 'VERB')",868,0.0434
"('ADP', 'DET', 'ADJ', 'ADJ')",866,0.0433
"('PRON', 'NOUN', 'PUNCT', 'PUNCT')",865,0.04325
"('ADV', 'DET', 'NOUN')",863,0.04315
"('VERB', 'PART', 'VERB', 'PRON')",857,0.04285
"('ADV', 'CCONJ')",856,0.0428
"('ADP', 'PRON', 'ADP')",855,0.04275
"('PUNCT', 'ADV', 'PRON')",854,0.0427
"('NOUN', 'PUNCT', 'SCONJ', 'PRON')",850,0.0425
"('AUX', 'PART', 'VERB', 'PRON')",849,0.04245
"('VERB', 'ADP', 'NOUN', 'ADP')",841,0.04205
"('VERB', 'NUM')",840,0.042
"('DET', 'DET')",837,0.04185
"('CCONJ', 'NOUN', 'ADP')",836,0.0418
"('PRON', 'AUX', 'PRON')",836,0.0418
"('VERB', 'ADV', 'ADV')",835,0.04175
"('PUNCT', 'PUNCT', 'INTJ')",826,0.0413
"('PUNCT', 'ADJ', 'PUNCT')",824,0.0412
"('NOUN', 'VERB', 'NOUN')",823,0.04115
"('PUNCT', 'PUNCT', 'DET')",823,0.04115
"('PART', 'AUX', 'VERB')",822,0.0411
"('VERB', 'PRON', 'PUNCT', 'PUNCT')",822,0.0411
"('ADP', 'NUM', 'NOUN')",819,0.04095
"('PROPN', 'VERB', 'PRON')",819,0.04095
"('VERB', 'PUNCT', 'PUNCT', 'PRON')",818,0.0409
"('VERB', 'NOUN', 'CCONJ')",816,0.0408
"('ADJ', 'SCONJ')",815,0.04075
"('PROPN', 'NOUN', 'PUNCT')",812,0.0406
"('NOUN', 'ADP', 'NOUN', 'CCONJ')",809,0.04045
"('PUNCT', 'PART')",809,0.04045
"('NOUN', 'CCONJ', 'DET', 'ADJ')",803,0.04015
"('PROPN', 'ADP', 'DET')",803,0.04015
"('ADP', 'PRON', 'PRON')",803,0.04015
"('NUM', 'NOUN', 'ADP')",800,0.04
"('PUNCT', 'SCONJ', 'DET')",798,0.0399
"('ADV', 'PRON', 'AUX')",797,0.03985
"('PUNCT', 'PROPN', 'PROPN', 'PUNCT')",795,0.03975
"('NOUN', 'AUX', 'AUX')",794,0.0397
"('DET', 'ADJ', 'PUNCT', 'ADJ')",792,0.0396
"('VERB', 'DET', 'NOUN', 'NOUN')",788,0.0394
"('PUNCT', 'PUNCT', 'INTJ', 'PUNCT')",785,0.03925
"('PRON', 'SCONJ')",783,0.03915
"('PUNCT', 'PRON', 'AUX', 'DET')",782,0.0391
"('PUNCT', 'CCONJ', 'SCONJ')",780,0.039
"('ADP', 'DET', 'ADJ', 'PUNCT')",778,0.0389
"('PART', 'VERB', 'PRON', 'PUNCT')",776,0.0388
"('DET', 'NOUN', 'AUX', 'ADJ')",774,0.0387
"('PRON', 'AUX', 'AUX', 'VERB')",773,0.03865
"('PUNCT', 'PRON', 'VERB', 'ADV')",772,0.0386
"('PUNCT', 'NOUN', 'ADP')",771,0.03855
"('PROPN', 'PUNCT', 'DET')",771,0.03855
"('CCONJ', 'DET', 'NOUN', 'ADP')",769,0.03845
"('PUNCT', 'ADV', 'VERB')",761,0.03805
"('PROPN', 'ADV')",761,0.03805
"('ADP', 'PRON', 'PUNCT', 'PUNCT')",761,0.03805
"('ADJ', 'VERB')",759,0.03795
"('ADP', 'PRON', 'NOUN', 'ADP')",759,0.03795
"('NOUN', 'ADP', 'PROPN', 'PROPN')",759,0.03795
"('AUX', 'VERB', 'ADP', 'NOUN')",758,0.0379
"('VERB', 'PUNCT', 'VERB')",757,0.03785
"('NOUN', 'DET', 'NOUN')",755,0.03775
"('AUX', 'ADP', 'DET')",754,0.0377
"('VERB', 'SCONJ', 'PRON', 'AUX')",753,0.03765
"('NOUN', 'NOUN', 'AUX')",752,0.0376
"('ADP', 'DET', 'VERB')",752,0.0376
"('DET', 'ADJ', 'NOUN', 'PRON')",752,0.0376
"('PRON', 'PART', 'VERB')",751,0.03755
"('ADP', 'DET', 'NOUN', 'AUX')",748,0.0374
"('PRON', 'ADV', 'PUNCT')",748,0.0374
"('NOUN', 'VERB', 'PART')",747,0.03735
"('VERB', 'PROPN', 'PROPN')",747,0.03735
"('ADP', 'NOUN', 'CCONJ', 'NOUN')",746,0.0373
"('DET', 'ADJ', 'CCONJ')",742,0.0371
"('PRON', 'DET', 'NOUN')",742,0.0371
"('DET', 'ADV', 'ADJ')",740,0.037
"('PRON', 'VERB', 'PRON', 'NOUN')",739,0.03695
"('ADP', 'DET', 'PROPN', 'PROPN')",736,0.0368
"('PUNCT', 'PRON', 'AUX', 'ADJ')",735,0.03675
"('ADP', 'NOUN', 'VERB')",735,0.03675
"('ADJ', 'PUNCT', 'VERB')",734,0.0367
"('VERB', 'NOUN', 'NOUN')",732,0.0366
"('PRON', 'AUX', 'ADV', 'ADJ')",730,0.0365
"('PRON', 'NOUN', 'PUNCT', 'CCONJ')",730,0.0365
"('PROPN', 'PUNCT', 'PRON', 'AUX')",726,0.0363
"('ADP', 'ADJ', 'NOUN', 'CCONJ')",725,0.03625
"('PROPN', 'PUNCT', 'ADP')",725,0.03625
"('PRON', 'VERB', 'PRON', 'PUNCT')",725,0.03625
"('DET', 'NOUN', 'CCONJ', 'NOUN')",723,0.03615
"('PRON', 'AUX', 'ADP')",722,0.0361
"('CCONJ', 'ADJ', 'PUNCT')",718,0.0359
"('NOUN', 'AUX', 'VERB', 'DET')",717,0.03585
"('ADP', 'ADJ', 'NOUN', 'ADP')",715,0.03575
"('ADP', 'PRON', 'PUNCT', 'PRON')",714,0.0357
"('VERB', 'PRON', 'PRON')",711,0.03555
"('ADJ', 'ADJ', 'NOUN', 'ADP')",710,0.0355
"('NOUN', 'PUNCT', 'PUNCT', 'VERB')",705,0.03525
"('ADP', 'PROPN', 'PROPN', 'PUNCT')",703,0.03515
"('NOUN', 'CCONJ', 'NOUN', 'ADP')",702,0.0351
"('NOUN', 'PUNCT', 'ADJ', 'NOUN')",701,0.03505
"('VERB', 'ADJ', 'PUNCT')",700,0.035
"('VERB', 'PUNCT', 'ADP')",700,0.035
"('PRON', 'AUX', 'DET', 'NOUN')",698,0.0349
"('SCONJ', 'PRON', 'VERB', 'PRON')",697,0.03485
"('NOUN', 'VERB', 'ADP', 'PRON')",696,0.0348
"('PUNCT', 'VERB', 'DET', 'ADJ')",692,0.0346
"('PUNCT', 'VERB', 'PROPN', 'PUNCT')",687,0.03435
"('ADP', 'NOUN', 'PUNCT', 'PRON')",684,0.0342
"('PUNCT', 'AUX', 'PRON')",682,0.0341
"('VERB', 'DET', 'PROPN')",680,0.034
"('CCONJ', 'PRON', 'NOUN')",679,0.03395
"('PRON', 'PUNCT', 'PRON', 'AUX')",679,0.03395
"('VERB', 'SCONJ', 'DET')",679,0.03395
"('PROPN', 'VERB', 'DET')",679,0.03395
"('ADJ', 'NOUN', 'ADV')",678,0.0339
"('PUNCT', 'PRON', 'ADV')",677,0.03385
"('VERB', 'ADJ', 'NOUN', 'PUNCT')",676,0.0338
"('AUX', 'VERB', 'NOUN')",676,0.0338
"('ADP', 'NOUN', 'PUNCT', 'CCONJ')",676,0.0338
"('NOUN', 'AUX', 'VERB', 'PUNCT')",673,0.03365
"('PUNCT', 'ADV', 'ADV')",671,0.03355
"('PROPN', 'PROPN', 'ADP')",671,0.03355
"('PUNCT', 'PUNCT', 'ADV')",667,0.03335
"('ADJ', 'NOUN', 'CCONJ', 'DET')",664,0.0332
"('NOUN', 'PUNCT', 'VERB', 'NOUN')",664,0.0332
"('VERB', 'PUNCT', 'PRON', 'AUX')",661,0.03305
"('NUM', 'ADJ')",660,0.033
"('PART', 'VERB', 'NOUN')",660,0.033
"('PUNCT', 'VERB', 'PUNCT')",659,0.03295
"('PROPN', 'PROPN', 'PUNCT', 'PUNCT')",659,0.03295
"('NOUN', 'AUX', 'PART')",655,0.03275
"('CCONJ', 'VERB', 'DET', 'NOUN')",655,0.03275
"('PRON', 'VERB', 'PRON', 'AUX')",655,0.03275
"('PART', 'ADV')",654,0.0327
"('AUX', 'AUX', 'VERB', 'ADP')",652,0.0326
"('ADV', 'SCONJ', 'PRON')",652,0.0326
"('PRON', 'CCONJ')",651,0.03255
"('ADJ', 'NOUN', 'PUNCT', 'NOUN')",649,0.03245
"('NOUN', 'VERB', 'ADP', 'NOUN')",647,0.03235
"('PROPN', 'PUNCT', 'PUNCT', 'PRON')",647,0.03235
"('DET', 'NOUN', 'PUNCT', 'PROPN')",646,0.0323
"('PUNCT', 'VERB', 'ADV')",646,0.0323
"('PART', 'VERB', 'ADV')",645,0.03225
"('PROPN', 'ADP', 'PROPN')",643,0.03215
"('VERB', 'PUNCT', 'DET')",642,0.0321
"('PUNCT', 'PRON', 'AUX', 'AUX')",640,0.032
"('PRON', 'PUNCT', 'PRON', 'VERB')",639,0.03195
"('NOUN', 'PUNCT', 'CCONJ', 'ADV')",638,0.0319
"('AUX', 'ADV', 'ADJ', 'PUNCT')",635,0.03175
"('NOUN', 'ADP', 'NUM')",635,0.03175
"('VERB', 'PART', 'VERB', 'ADP')",635,0.03175
"('PROPN', 'CCONJ', 'PROPN')",632,0.0316
"('ADJ', 'NOUN', 'NOUN', 'ADP')",631,0.03155
"('ADV', 'VERB', 'DET', 'NOUN')",631,0.03155
"('ADP', 'DET', 'VERB', 'NOUN')",629,0.03145
"('VERB', 'PART', 'VERB', 'DET')",629,0.03145
"('DET', 'NOUN', 'CCONJ', 'DET')",627,0.03135
"('PART', 'VERB', 'ADP', 'DET')",626,0.0313
"('DET', 'NOUN', 'AUX', 'ADV')",625,0.03125
"('VERB', 'PUNCT', 'PROPN')",625,0.03125
"('PRON', 'AUX', 'VERB', 'PART')",625,0.03125
"('PRON', 'VERB', 'ADV', 'PUNCT')",624,0.0312
"('DET', 'DET', 'NOUN')",624,0.0312
"('ADJ', 'ADP', 'NOUN')",623,0.03115
"('DET', 'NOUN', 'PUNCT', 'ADV')",623,0.03115
"('SCONJ', 'PRON', 'VERB', 'ADP')",623,0.03115
"('PROPN', 'PUNCT', 'PRON', 'VERB')",620,0.031
"('CCONJ', 'VERB', 'ADP', 'DET')",618,0.0309
"('ADJ', 'ADV')",618,0.0309
"('ADP', 'ADJ', 'PUNCT')",617,0.03085
"('PUNCT', 'PROPN', 'PUNCT', 'PUNCT')",616,0.0308
"('NOUN', 'ADV', 'VERB')",616,0.0308
"('PROPN', 'PROPN', 'AUX')",615,0.03075
"('SCONJ', 'DET', 'NOUN', 'AUX')",614,0.0307
"('NOUN', 'ADP', 'PRON', 'ADJ')",614,0.0307
"('VERB', 'PUNCT', 'ADV')",610,0.0305
"('ADV', 'PUNCT', 'PRON', 'AUX')",608,0.0304
"('CCONJ', 'PRON', 'AUX', 'VERB')",607,0.03035
"('ADP', 'PROPN', 'PART')",607,0.03035
"('PUNCT', 'CCONJ', 'PROPN')",607,0.03035
"('AUX', 'ADV', 'VERB', 'ADP')",606,0.0303
"('PRON', 'AUX', 'DET', 'ADJ')",605,0.03025
"('ADP', 'ADP', 'PRON')",605,0.03025
"('CCONJ', 'PUNCT')",604,0.0302
"('PROPN', 'VERB', 'PUNCT')",604,0.0302
"('PUNCT', 'PUNCT', 'SCONJ')",604,0.0302
"('NOUN', 'SCONJ', 'DET')",602,0.0301
"('PUNCT', 'AUX', 'VERB')",601,0.03005
"('NOUN', 'AUX', 'ADJ', 'PUNCT')",600,0.03
"('ADV', 'ADV', 'ADP')",600,0.03
"('CCONJ', 'ADP', 'DET')",600,0.03
"('ADP', 'DET', 'NOUN', 'PART')",599,0.02995
"('ADV', 'PUNCT', 'PRON', 'VERB')",598,0.0299
"('PRON', 'VERB', 'PRON', 'ADP')",598,0.0299
"('ADJ', 'NOUN', 'ADP', 'PROPN')",595,0.02975
"('AUX', 'NOUN')",594,0.0297
"('NOUN', 'ADP', 'NOUN', 'NOUN')",592,0.0296
"('DET', 'NOUN', 'PART', 'VERB')",592,0.0296
"('PRON', 'AUX', 'PUNCT')",592,0.0296
"('CCONJ', 'AUX', 'VERB')",591,0.02955
"('SCONJ', 'DET', 'ADJ')",591,0.02955
"('ADV', 'VERB', 'ADP', 'DET')",590,0.0295
"('PRON', 'AUX', 'ADJ', 'PUNCT')",589,0.02945
"('VERB', 'PUNCT', 'PRON', 'VERB')",589,0.02945
"('NOUN', 'CCONJ', 'PRON')",588,0.0294
"('SCONJ', 'PRON', 'NOUN')",586,0.0293
"('VERB', 'PRON', 'DET')",584,0.0292
"('NOUN', 'ADV', 'ADP')",583,0.02915
"('VERB', 'PRON', 'PART')",583,0.02915
"('DET', 'NOUN', 'CCONJ', 'VERB')",582,0.0291
"('AUX', 'DET', 'NOUN', 'ADP')",582,0.0291
"('ADV', 'PUNCT', 'DET')",581,0.02905
"('VERB', 'DET', 'NOUN', 'CCONJ')",580,0.029
"('DET', 'ADJ', 'CCONJ', 'ADJ')",579,0.02895
"('ADP', 'NOUN', 'ADP', 'PRON')",579,0.02895
"('ADJ', 'NOUN', 'PUNCT', 'ADV')",578,0.0289
"('INTJ', 'PUNCT', 'PRON')",577,0.02885
"('AUX', 'VERB', 'ADJ')",575,0.02875
"('ADP', 'DET', 'NOUN', 'SCONJ')",575,0.02875
"('ADJ', 'NOUN', 'CCONJ', 'ADJ')",574,0.0287
"('PUNCT', 'DET', 'PROPN')",571,0.02855
"('PRON', 'AUX', 'VERB', 'ADV')",568,0.0284
"('DET', 'PROPN', 'NOUN')",568,0.0284
"('PART', 'VERB', 'PRON', 'NOUN')",568,0.0284
"('NOUN', 'AUX', 'DET')",567,0.02835
"('DET', 'NOUN', 'PART', 'NOUN')",566,0.0283
"('NOUN', 'PUNCT', 'NUM')",564,0.0282
"('ADJ', 'NOUN', 'PRON', 'VERB')",564,0.0282
"('NOUN', 'PUNCT', 'PROPN', 'PROPN')",564,0.0282
"('ADJ', 'NOUN', 'VERB', 'DET')",563,0.02815
"('DET', 'NOUN', 'PUNCT', 'SCONJ')",563,0.02815
"('ADJ', 'NOUN', 'SCONJ')",563,0.02815
"('VERB', 'PRON', 'ADP', 'PRON')",562,0.0281
"('NOUN', 'ADP', 'NOUN', 'VERB')",560,0.028
"('DET', 'ADV', 'ADJ', 'NOUN')",558,0.0279
"('VERB', 'PRON', 'PUNCT', 'PRON')",557,0.02785
"('CCONJ', 'NOUN', 'NOUN')",556,0.0278
"('PRON', 'PRON', 'AUX', 'VERB')",555,0.02775
"('SCONJ', 'NOUN')",554,0.0277
"('ADV', 'PUNCT', 'ADP')",553,0.02765
"('PART', 'VERB', 'SCONJ')",553,0.02765
"('NOUN', 'NOUN', 'PUNCT', 'DET')",552,0.0276
"('PUNCT', 'CCONJ', 'DET', 'ADJ')",552,0.0276
"('NOUN', 'PUNCT', 'VERB', 'PRON')",551,0.02755
"('ADJ', 'NOUN', 'PART')",551,0.02755
"('PUNCT', 'PROPN', 'AUX')",551,0.02755
"('PUNCT', 'PRON', 'AUX', 'PRON')",551,0.02755
"('PART', 'VERB', 'ADP', 'PRON')",551,0.02755
"('NOUN', 'NOUN', 'PUNCT', 'PRON')",550,0.0275
"('PUNCT', 'DET', 'NOUN', 'PUNCT')",548,0.0274
"('NUM', 'ADJ', 'NOUN')",546,0.0273
"('ADV', 'PART')",546,0.0273
"('NOUN', 'PUNCT', 'PROPN', 'PUNCT')",544,0.0272
"('NOUN', 'NOUN', 'PUNCT', 'VERB')",544,0.0272
"('CCONJ', 'SCONJ', 'PRON')",543,0.02715
"('PRON', 'PROPN')",542,0.0271
"('PROPN', 'PUNCT', 'ADV')",541,0.02705
"('PUNCT', 'SCONJ', 'DET', 'NOUN')",540,0.027
"('ADV', 'VERB', 'NOUN')",540,0.027
"('SCONJ', 'PRON', 'VERB', 'DET')",539,0.02695
"('AUX', 'VERB', 'PRON', 'PUNCT')",538,0.0269
"('AUX', 'ADV', 'ADV')",538,0.0269
"('AUX', 'ADP', 'DET', 'NOUN')",537,0.02685
"('PUNCT', 'PUNCT', 'DET', 'NOUN')",537,0.02685
"('VERB', 'ADJ', 'NOUN', 'ADP')",536,0.0268
"('PUNCT', 'PRON', 'VERB', 'PART')",536,0.0268
"('NUM', 'NOUN', 'VERB')",535,0.02675
"('NOUN', 'PRON', 'VERB', 'ADP')",535,0.02675
"('ADP', 'DET', 'PROPN', 'PUNCT')",535,0.02675
"('ADP', 'PRON', 'PUNCT', 'CCONJ')",534,0.0267
"('SCONJ', 'SCONJ')",534,0.0267
"('NOUN', 'SCONJ', 'PRON', 'VERB')",534,0.0267
"('PRON', 'PUNCT', 'PUNCT', 'PUNCT')",531,0.02655
"('PRON', 'PUNCT', 'DET')",530,0.0265
"('PART', 'PUNCT')",530,0.0265
"('SCONJ', 'PRON', 'AUX', 'PART')",530,0.0265
"('PART', 'VERB', 'PRON', 'ADP')",530,0.0265
"('PROPN', 'PART', 'NOUN', 'PUNCT')",530,0.0265
"('NOUN', 'SCONJ', 'PRON', 'AUX')",528,0.0264
"('PUNCT', 'CCONJ', 'AUX')",527,0.02635
"('NOUN', 'PART', 'NOUN', 'PUNCT')",526,0.0263
"('PUNCT', 'INTJ', 'PUNCT', 'PRON')",526,0.0263
"('NOUN', 'NOUN', 'VERB', 'ADP')",524,0.0262
"('ADV', 'ADP', 'DET', 'ADJ')",524,0.0262
"('ADV', 'ADP', 'NOUN')",524,0.0262
"('ADP', 'PRON', 'NOUN', 'CCONJ')",523,0.02615
"('PUNCT', 'CCONJ', 'ADJ')",521,0.02605
"('VERB', 'PRON', 'ADJ', 'NOUN')",520,0.026
"('AUX', 'VERB', 'SCONJ')",519,0.02595
"('ADP', 'ADJ', 'ADJ')",517,0.02585
"('PUNCT', 'NOUN', 'PUNCT', 'PUNCT')",517,0.02585
"('VERB', 'ADV', 'PUNCT', 'PUNCT')",516,0.0258
"('ADP', 'NOUN', 'PUNCT', 'VERB')",514,0.0257
"('PROPN', 'PROPN', 'PROPN', 'PUNCT')",514,0.0257
"('CCONJ', 'DET', 'NOUN', 'AUX')",512,0.0256
"('NOUN', 'AUX', 'ADP')",512,0.0256
"('ADJ', 'PUNCT', 'ADV')",512,0.0256
"('PRON', 'ADJ', 'PUNCT')",512,0.0256
"('ADV', 'PUNCT', 'SCONJ')",512,0.0256
"('ADP', 'NOUN', 'PUNCT', 'PUNCT')",512,0.0256
"('ADV', 'PUNCT', 'ADV')",510,0.0255
"('PART', 'PRON')",510,0.0255
"('PUNCT', 'ADP', 'ADJ')",508,0.0254
"('PUNCT', 'PUNCT', 'AUX')",508,0.0254
"('NOUN', 'AUX', 'AUX', 'VERB')",507,0.02535
"('VERB', 'ADV', 'ADJ')",506,0.0253
"('ADP', 'DET', 'ADV')",504,0.0252
"('AUX', 'ADJ', 'PART')",500,0.025
"('PROPN', 'PRON')",500,0.025
"('PUNCT', 'VERB', 'NOUN', 'PUNCT')",499,0.02495
"('ADP', 'NOUN', 'ADP', 'NOUN')",497,0.02485
"('ADJ', 'SCONJ', 'PRON')",497,0.02485
"('NOUN', 'PUNCT', 'PRON', 'NOUN')",496,0.0248
"('CCONJ', 'NUM')",496,0.0248
"('PRON', 'SCONJ', 'PRON')",496,0.0248
"('SCONJ', 'VERB')",493,0.02465
"('ADV', 'PUNCT', 'PUNCT', 'PRON')",493,0.02465
"('NOUN', 'PUNCT', 'ADP', 'PRON')",492,0.0246
"('AUX', 'ADJ', 'ADP', 'DET')",492,0.0246
"('CCONJ', 'DET', 'NOUN', 'PUNCT')",492,0.0246
"('AUX', 'VERB', 'PRON', 'NOUN')",490,0.0245
"('ADV', 'ADJ', 'NOUN', 'PUNCT')",490,0.0245
"('NOUN', 'ADJ', 'ADP')",488,0.0244
"('ADP', 'PRON', 'VERB')",488,0.0244
"('NOUN', 'NOUN', 'PUNCT', 'CCONJ')",487,0.02435
"('SCONJ', 'DET', 'NOUN', 'VERB')",487,0.02435
"('NOUN', 'PUNCT', 'ADV', 'PUNCT')",487,0.02435
"('PUNCT', 'PRON', 'ADV', 'VERB')",486,0.0243
"('PUNCT', 'NOUN', 'VERB')",485,0.02425
"('ADJ', 'PRON')",485,0.02425
"('PROPN', 'PUNCT', 'NOUN')",484,0.0242
"('PUNCT', 'CCONJ', 'NOUN')",483,0.02415
"('DET', 'VERB', 'NOUN', 'PUNCT')",482,0.0241
"('ADP', 'VERB', 'NOUN')",481,0.02405
"('PRON', 'VERB', 'ADJ', 'NOUN')",480,0.024
"('PRON', 'NOUN', 'ADV')",480,0.024
"('ADJ', 'CCONJ', 'ADJ', 'PUNCT')",479,0.02395
"('PUNCT', 'CCONJ', 'PUNCT')",479,0.02395
"('CCONJ', 'ADV', 'VERB')",478,0.0239
"('PUNCT', 'PRON', 'VERB', 'ADJ')",478,0.0239
"('PROPN', 'PROPN', 'PART')",478,0.0239
"('PUNCT', 'ADV', 'ADJ')",477,0.02385
"('VERB', 'ADJ', 'ADP')",477,0.02385
"('VERB', 'ADP', 'DET', 'PROPN')",477,0.02385
"('CCONJ', 'VERB', 'PUNCT')",476,0.0238
"('PROPN', 'PUNCT', 'PROPN', 'PUNCT')",476,0.0238
"('PRON', 'NOUN', 'NOUN')",476,0.0238
"('VERB', 'PRON', 'PART', 'VERB')",475,0.02375
"('PUNCT', 'ADV', 'ADP')",474,0.0237
"('AUX', 'DET', 'NOUN', 'PUNCT')",474,0.0237
"('AUX', 'VERB', 'PRON', 'ADP')",473,0.02365
"('PUNCT', 'PUNCT', 'PUNCT', 'INTJ')",473,0.02365
"('ADP', 'NOUN', 'PRON')",472,0.0236
"('VERB', 'NOUN', 'VERB')",469,0.02345
"('ADJ', 'PUNCT', 'DET')",468,0.0234
"('NOUN', 'AUX', 'ADV', 'VERB')",467,0.02335
"('ADP', 'DET', 'NOUN', 'ADV')",467,0.02335
"('PRON', 'PUNCT', 'ADV')",466,0.0233
"('PROPN', 'PROPN', 'PUNCT', 'PRON')",465,0.02325
"('VERB', 'PRON', 'ADV', 'PUNCT')",465,0.02325
"('NOUN', 'VERB', 'ADJ', 'NOUN')",464,0.0232
"('ADJ', 'PUNCT', 'ADP')",464,0.0232
"('SCONJ', 'AUX')",463,0.02315
"('VERB', 'SCONJ', 'PRON', 'VERB')",462,0.0231
"('NUM', 'ADP', 'DET')",461,0.02305
"('PUNCT', 'AUX', 'PART')",461,0.02305
"('VERB', 'ADP', 'ADV')",459,0.02295
"('VERB', 'ADP', 'PROPN', 'PUNCT')",459,0.02295
"('SCONJ', 'PUNCT')",459,0.02295
"('DET', 'ADJ', 'PROPN')",458,0.0229
"('NOUN', 'AUX', 'ADJ', 'ADP')",457,0.02285
"('ADP', 'NOUN', 'PUNCT', 'DET')",457,0.02285
"('PRON', 'PUNCT', 'VERB')",457,0.02285
"('NOUN', 'CCONJ', 'VERB', 'ADP')",456,0.0228
"('VERB', 'PUNCT', 'SCONJ')",456,0.0228
"('DET', 'NOUN', 'SCONJ', 'PRON')",456,0.0228
"('NOUN', 'AUX', 'ADV', 'ADJ')",455,0.02275
"('AUX', 'ADJ', 'PART', 'VERB')",455,0.02275
"('CCONJ', 'DET', 'NOUN', 'VERB')",453,0.02265
"('ADP', 'PRON', 'AUX')",453,0.02265
"('DET', 'NUM', 'NOUN')",453,0.02265
"('PRON', 'VERB', 'PROPN')",453,0.02265
"('VERB', 'PRON', 'SCONJ')",453,0.02265
"('AUX', 'PART', 'AUX')",451,0.02255
"('PUNCT', 'PUNCT', 'VERB', 'DET')",450,0.0225
"('ADJ', 'NOUN', 'PUNCT', 'PROPN')",448,0.0224
"('ADJ', 'NOUN', 'CCONJ', 'VERB')",447,0.02235
"('PUNCT', 'ADJ', 'NOUN', 'ADP')",447,0.02235
"('DET', 'PROPN', 'ADP')",447,0.02235
"('PRON', 'VERB', 'SCONJ', 'PRON')",447,0.02235
"('PUNCT', 'NOUN', 'PUNCT', 'CCONJ')",446,0.0223
"('PROPN', 'VERB', 'DET', 'NOUN')",446,0.0223
"('AUX', 'PART', 'VERB', 'DET')",446,0.0223
"('VERB', 'DET', 'ADJ', 'ADJ')",445,0.02225
"('ADJ', 'NOUN', 'PUNCT', 'SCONJ')",445,0.02225
"('VERB', 'DET', 'NOUN', 'PART')",445,0.02225
"('ADJ', 'PUNCT', 'PRON', 'AUX')",445,0.02225
"('ADJ', 'NOUN', 'PRON', 'AUX')",444,0.0222
"('PRON', 'NOUN', 'PART')",443,0.02215
"('CCONJ', 'ADV', 'PRON')",443,0.02215
"('VERB', 'PUNCT', 'DET', 'NOUN')",442,0.0221
"('PUNCT', 'CCONJ', 'SCONJ', 'PRON')",442,0.0221
"('AUX', 'VERB', 'CCONJ')",441,0.02205
"('NOUN', 'PUNCT', 'CCONJ', 'ADP')",441,0.02205
"('PRON', 'PUNCT', 'PROPN')",441,0.02205
"('DET', 'NOUN', 'VERB', 'PRON')",440,0.022
"('PROPN', 'PROPN', 'NOUN')",440,0.022
"('VERB', 'ADP', 'NUM')",440,0.022
"('SCONJ', 'PRON', 'VERB', 'PUNCT')",440,0.022
"('PART', 'VERB', 'DET', 'ADJ')",440,0.022
"('NOUN', 'CCONJ', 'NOUN', 'NOUN')",438,0.0219
"('DET', 'PROPN', 'PROPN', 'PUNCT')",437,0.02185
"('ADJ', 'ADP', 'DET', 'ADJ')",436,0.0218
"('NOUN', 'ADV', 'ADV')",436,0.0218
"('VERB', 'NOUN', 'ADP', 'NOUN')",435,0.02175
"('VERB', 'ADV', 'ADP', 'PRON')",435,0.02175
"('DET', 'NOUN', 'VERB', 'PUNCT')",434,0.0217
"('PRON', 'VERB', 'PRON', 'VERB')",434,0.0217
"('ADP', 'ADV', 'PUNCT')",434,0.0217
"('AUX', 'ADV', 'ADJ', 'ADP')",433,0.02165
"('CCONJ', 'PRON', 'VERB', 'PRON')",433,0.02165
"('AUX', 'AUX', 'ADJ')",432,0.0216
"('PRON', 'NOUN', 'AUX', 'VERB')",431,0.02155
"('VERB', 'SCONJ', 'DET', 'NOUN')",431,0.02155
