word,conc
accused,0.4772727272727273
accuser,0.6060606060606061
accusingly,0.13383838383838384
accustom,0.1111111111111111
accustomed,0.26010101010101006
ace,0.7272727272727273
acetaminophen,0.6969696969696969
acetone,0.8535353535353535
acetylene,0.6414141414141414
ache,0.6035353535353536
achievable,0.26010101010101006
achieve,0.31565656565656564
achievement,0.33585858585858586
achiever,0.25252525252525254
achiness,0.3787878787878788
aching,0.4242424242424243
achingly,0.2853535353535353
achy,0.48484848484848486
acid,0.8106060606060606
acidic,0.6313131313131313
acidification,0.43939393939393934
acidify,0.393939393939394
acidity,0.5959595959595959
acidly,0.2878787878787879
acidometer,0.76010101010101
acknowledge,0.24999999999999994
acknowledgeable,0.16414141414141412
acknowledged,0.2904040404040404
acknowledgement,0.398989898989899
acne,0.9722222222222221
acorn,0.98989898989899
acoustic,0.5656565656565656
acoustical,0.34848484848484845
acoustically,0.3686868686868687
acoustics,0.5252525252525253
acquaint,0.12121212121212122
acquaintance,0.5984848484848485
acquainted,0.33585858585858586
acquiesce,0.2954545454545454
acquiescently,0.13636363636363638
acquirable,0.25252525252525254
acquire,0.4772727272727273
acquired,0.3787878787878788
acquirement,0.24242424242424243
acquirer,0.37373737373737376
acquisition,0.393939393939394
acquisitive,0.26262626262626265
acquisitively,0.19444444444444445
acquit,0.2752525252525252
acquittal,0.33838383838383834
acquitter,0.46464646464646464
acre,0.7929292929292928
acrid,0.4141414141414142
acrimoniously,0.14393939393939395
acrobat,0.8636363636363636
acrobatic,0.5303030303030303
acrobatically,0.48484848484848486
acrobatics,0.8383838383838385
acronym,0.4040404040404041
acrophobia,0.3232323232323232
across,0.5126262626262625
acrostically,0.24242424242424243
acrylic,0.8257575757575757
act,0.35858585858585856
acting,0.3787878787878788
action,0.45959595959595956
actionable,0.25252525252525254
activate,0.4873737373737374
activation,0.34595959595959597
activator,0.5303030303030303
active,0.5757575757575757
actively,0.34595959595959597
activeness,0.37373737373737376
activism,0.1893939393939394
activist,0.5808080808080808
activity,0.4242424242424243
actor,0.8914141414141414
actress,0.8838383838383839
acts,0.5681818181818182
actual,0.297979797979798
actuality,0.23232323232323232
actualization,0.1388888888888889
actualize,0.14898989898989895
actually,0.08333333333333336
actuarial,0.32575757575757575
acupressure,0.6287878787878788
acupuncture,0.7045454545454546
acupuncturist,0.8888888888888888
acute,0.2222222222222222
acutely,0.1994949494949495
acuteness,0.34595959595959597
ad,0.8636363636363636
adage,0.2070707070707071
adamant,0.154040404040404
adamantly,0.10606060606060605
adapt,0.34595959595959597
adaptability,0.08585858585858583
adaptable,0.20454545454545456
adaptation,0.25252525252525254
adapter,0.702020202020202
adaption,0.3434343434343434
adaptive,0.23484848484848483
adaptively,0.3181818181818181
adaptor,0.7575757575757576
add,0.494949494949495
added,0.42929292929292934
addendum,0.6060606060606061
addict,0.5303030303030303
addicted,0.2752525252525252
addictedness,0.297979797979798
addiction,0.45707070707070707
addictive,0.297979797979798
addictiveness,0.18686868686868688
addition,0.4671717171717172
additional,0.35101010101010105
additionally,0.292929292929293
additive,0.6363636363636364
additively,0.24242424242424243
address,0.7196969696969697
addressable,0.2853535353535353
addressbook,0.9570707070707071
addressee,0.5353535353535354
addresser,0.5429292929292929
addressor,0.5227272727272727
adept,0.3005050505050505
adeptly,0.12626262626262627
adeptness,0.2146464646464646
adequacy,0.2070707070707071
adequate,0.23484848484848483
adequately,0.1717171717171717
adequateness,0.1616161616161616
adhere,0.398989898989899
adherence,0.11616161616161616
adherent,0.3560606060606061
adherently,0.27020202020202017
adhesion,0.5757575757575757
adhesive,0.8358585858585857
adhesively,0.46212121212121215
adhesiveness,0.5707070707070706
adjacent,0.654040404040404
adjacently,0.4873737373737374
adjectivally,0.12121212121212122
adjective,0.35101010101010105
adjoin,0.42676767676767674
adjoined,0.5732323232323232
adjoining,0.4772727272727273
adjourn,0.3787878787878788
adjournment,0.44949494949494945
adjudicate,0.27272727272727276
adjudication,0.33080808080808083
adjunct,0.2904040404040404
adjust,0.4772727272727273
adjustability,0.2676767676767677
adjustable,0.5631313131313131
adjustably,0.21717171717171715
adjuster,0.553030303030303
adjustment,0.44696969696969696
adjustor,0.6035353535353536
admin,0.48484848484848486
administer,0.3762626262626262
administrable,0.1464646464646465
administrate,0.4671717171717172
administration,0.43939393939393934
administrational,0.26262626262626265
administrative,0.2777777777777778
administratively,0.22474747474747472
administrator,0.7196969696969697
admirable,0.19444444444444445
admirableness,0.16666666666666666
admirably,0.11616161616161616
admiral,0.7752525252525253
admiralship,0.48484848484848486
admiration,0.2070707070707071
admire,0.25252525252525254
admired,0.20202020202020204
admirer,0.4772727272727273
admiring,0.18434343434343434
admiringly,0.2146464646464646
admissibility,0.154040404040404
admissible,0.2121212121212121
admissibleness,0.16919191919191917
admissibly,0.1717171717171717
admission,0.45202020202020204
admissive,0.3055555555555555
admit,0.3232323232323232
admittance,0.308080808080808
admitted,0.20454545454545456
admittedly,0.12626262626262627
admitter,0.4772727272727273
admonishingly,0.18434343434343434
admonishment,0.2954545454545454
adobe,0.7954545454545455
adolescence,0.44696969696969696
adolescent,0.6161616161616161
adolescently,0.12121212121212122
adopt,0.3333333333333333
adoptability,0.31565656565656564
adoptable,0.44191919191919193
adopted,0.34090909090909094
adoptee,0.6439393939393939
adopter,0.5782828282828283
adoption,0.5025252525252525
adoptive,0.24242424242424243
adoptively,0.14898989898989895
adorability,0.09343434343434341
adorable,0.2070707070707071
adorableness,0.2904040404040404
adorably,0.23232323232323232
adoration,0.2904040404040404
adore,0.32828282828282823
adorer,0.4343434343434343
adoring,0.32828282828282823
adoringly,0.3131313131313131
adorn,0.33838383838383834
adorner,0.48484848484848486
adornment,0.45202020202020204
adrenal,0.5656565656565656
adrenalin,0.5378787878787878
adrenaline,0.5050505050505051
adrift,0.4217171717171717
adult,0.8484848484848486
adulterate,0.4343434343434343
adulteration,0.31565656565656564
adulterer,0.48484848484848486
adulteress,0.6767676767676768
adulterous,0.33585858585858586
adulterously,0.27272727272727276
adultery,0.44191919191919193
adulthood,0.3686868686868687
adultlike,0.3106060606060606
adultness,0.2904040404040404
advance,0.3863636363636363
advanced,0.1994949494949495
advancement,0.2676767676767677
advancer,0.36363636363636365
advancing,0.3964646464646464
advantage,0.24242424242424243
advantageous,0.26010101010101006
advantageously,0.0505050505050505
advantageousness,0.154040404040404
advent,0.36363636363636365
adventure,0.3914141414141414
adventurer,0.6792929292929293
adventuresome,0.1893939393939394
adventuress,0.3787878787878788
adventurist,0.33080808080808083
adventurous,0.22979797979797978
adventurously,0.16666666666666666
adventurousness,0.1464646464646465
adverb,0.3055555555555555
adversarial,0.1464646464646465
adversary,0.4772727272727273
adverse,0.3005050505050505
adversely,0.1464646464646465
adverseness,0.23232323232323232
adversity,0.101010101010101
advert,0.5151515151515151
advertently,0.16666666666666666
advertise,0.44696969696969696
advertisement,0.6893939393939394
advertiser,0.7297979797979799
advertising,0.7171717171717171
advertize,0.648989898989899
advice,0.42676767676767674
advisability,0.10606060606060605
advisable,0.22474747474747472
advisably,0.12626262626262627
advise,0.24999999999999994
advised,0.3560606060606061
advisedly,0.13636363636363638
advisee,0.6893939393939394
advisement,0.37373737373737376
adviser,0.6641414141414141
advisor,0.7853535353535355
advisory,0.3686868686868687
advocacy,0.24242424242424243
advocate,0.4242424242424243
advocator,0.47474747474747475
aeration,0.43686868686868685
aerator,0.7272727272727273
aerial,0.5050505050505051
aerialist,0.7070707070707071
aerially,0.494949494949495
aerobatics,0.5328282828282828
aerobic,0.5303030303030303
aerobically,0.33838383838383834
aerobics,0.6767676767676768
aerodynamic,0.46464646464646464
aerodynamics,0.48484848484848486
aerographer,0.7904040404040403
aeromechanics,0.48484848484848486
aeronautic,0.3787878787878788
aeronautical,0.48484848484848486
aeronautics,0.5151515151515151
aerosol,0.8055555555555557
aerospace,0.5429292929292929
aesthetic,0.32575757575757575
aesthetical,0.16919191919191917
aesthetically,0.1111111111111111
aesthetician,0.5732323232323232
aestheticism,0.1893939393939394
aesthetics,0.297979797979798
afar,0.37373737373737376
affability,0.12626262626262627
affable,0.16666666666666666
affair,0.3560606060606061
affect,0.22474747474747472
affectation,0.23232323232323232
affected,0.22474747474747472
affectedly,0.2222222222222222
affectedness,0.24242424242424243
affecting,0.17929292929292928
affection,0.297979797979798
affectionate,0.3131313131313131
affectionately,0.2222222222222222
affective,0.12121212121212122
affectively,0.17424242424242423
affectivity,0.2070707070707071
affidavit,0.7474747474747475
affiliate,0.3686868686868687
affiliation,0.22474747474747472
affirm,0.23232323232323232
affirmable,0.24242424242424243
affirmation,0.27272727272727276
affirmative,0.22474747474747472
affirmatively,0.2853535353535353
affirmer,0.4343434343434343
affix,0.35353535353535354
affixation,0.31565656565656564
afflict,0.2777777777777778
afflicted,0.35101010101010105
afflicting,0.34595959595959597
affliction,0.3106060606060606
affluence,0.2803030303030303
affluent,0.1994949494949495
affluently,0.16414141414141412
afford,0.1994949494949495
affordability,0.22474747474747472
affordable,0.2676767676767677
affront,0.1994949494949495
affronted,0.25252525252525254
afghan,0.8737373737373737
aficionado,0.38131313131313127
aflame,0.6893939393939394
afloat,0.5808080808080808
aflutter,0.3787878787878788
afoot,0.36363636363636365
afore,0.196969696969697
aforementioned,0.22474747474747472
afraid,0.4191919191919192
afro,0.8787878787878787
after,0.27272727272727276
afterbirth,0.8914141414141414
afterburner,0.6590909090909091
aftercare,0.5328282828282828
aftereffect,0.3686868686868687
afterglow,0.5202020202020202
afterhours,0.5328282828282828
afterlife,0.21717171717171715
aftermarket,0.6414141414141414
aftermath,0.23484848484848483
aftermost,0.17929292929292928
afternoon,0.6717171717171717
afternoons,0.45959595959595956
afterparty,0.6994949494949495
aftersale,0.4217171717171717
afterschool,0.5429292929292929
aftershave,0.8888888888888888
aftershock,0.6666666666666667
aftertaste,0.3914141414141414
afterthought,0.25252525252525254
aftertime,0.2904040404040404
aftertimes,0.292929292929293
afterward,0.3055555555555555
afterwards,0.2777777777777778
afterword,0.5050505050505051
afterworld,0.09343434343434341
again,0.24242424242424243
against,0.19191919191919193
age,0.45959595959595956
aged,0.5303030303030303
agedness,0.5681818181818182
ageism,0.2121212121212121
ageless,0.24999999999999994
agelessness,0.1111111111111111
agency,0.7146464646464646
agenda,0.4090909090909091
agent,0.648989898989899
aggravate,0.308080808080808
aggravated,0.3964646464646464
aggravating,0.2070707070707071
aggravatingly,0.23232323232323232
aggravation,0.12373737373737374
aggravator,0.4242424242424243
aggregate,0.2777777777777778
aggregately,0.16414141414141412
aggregation,0.2828282828282829
aggregative,0.26010101010101006
aggregator,0.3181818181818181
aggression,0.4141414141414142
aggressive,0.3787878787878788
aggressively,0.3055555555555555
aggressiveness,0.3914141414141414
aggressor,0.5681818181818182
aggrieve,0.16919191919191917
aggrieved,0.27272727272727276
aggrievedly,0.154040404040404
aghast,0.23232323232323232
agile,0.3207070707070707
agility,0.33838383838383834
aging,0.46464646464646464
agitate,0.4772727272727273
agitated,0.3863636363636363
agitatedly,0.2146464646464646
agitation,0.32575757575757575
agitator,0.5656565656565656
aglow,0.31565656565656564
agnostic,0.24242424242424243
agnostically,0.04040404040404039
agnosticism,0.16919191919191917
ago,0.09595959595959594
agonistic,0.18686868686868688
agonize,0.23484848484848483
agonizing,0.24242424242424243
agonizingly,0.19191919191919193
agony,0.33838383838383834
agoraphobia,0.2222222222222222
agoraphobic,0.3686868686868687
agree,0.3207070707070707
agreeability,0.17929292929292928
agreeable,0.26010101010101006
agreeableness,0.308080808080808
agreeably,0.24999999999999994
agreed,0.22474747474747472
agreeing,0.36363636363636365
agreement,0.297979797979798
agricultural,0.5681818181818182
agriculturalist,0.7651515151515152
agriculturally,0.3434343434343434
agriculture,0.6641414141414141
agriculturist,0.5050505050505051
aground,0.5505050505050505
ahead,0.494949494949495
ahem,0.3888888888888889
ahoy,0.24242424242424243
aid,0.5202020202020202
aide,0.6439393939393939
aides,0.6843434343434344
aidless,0.25252525252525254
aids,0.6060606060606061
ailing,0.44696969696969696
ailment,0.4772727272727273
aim,0.5631313131313131
aiming,0.494949494949495
aimless,0.13383838383838384
aimlessly,0.2070707070707071
aimlessness,0.1464646464646465
air,0.7752525252525253
airbag,0.9520202020202019
airbase,0.8207070707070707
airbed,0.8888888888888888
airboat,0.9545454545454546
airborne,0.6085858585858587
airbrush,0.8611111111111112
aircraft,0.8484848484848486
aircraftman,0.7373737373737373
aircraftsman,0.7474747474747475
aircrew,0.7575757575757576
airfare,0.7297979797979799
airfield,0.9242424242424243
airflow,0.6439393939393939
airforce,0.6994949494949495
airfreight,0.7575757575757576
airhead,0.36363636363636365
airiness,0.3030303030303031
airing,0.3964646464646464
airless,0.494949494949495
airlift,0.6515151515151515
airline,0.7474747474747475
airliner,0.8611111111111112
airmail,0.6616161616161617
airman,0.8106060606060606
airmanship,0.3686868686868687
airpark,0.7171717171717171
airplane,0.98989898989899
airplay,0.5429292929292929
airport,0.9671717171717172
airpower,0.553030303030303
airproof,0.3863636363636363
airshaft,0.856060606060606
airship,0.9797979797979798
airshow,0.8585858585858587
airsick,0.6212121212121212
airsickness,0.5631313131313131
airspace,0.6414141414141414
airspeed,0.5050505050505051
airstream,0.7297979797979799
airstrike,0.6439393939393939
airstrip,0.9191919191919191
airtight,0.601010101010101
airtime,0.3686868686868687
airwave,0.5227272727272727
airway,0.8333333333333333
airworthiness,0.26010101010101006
airy,0.25252525252525254
aisle,0.8358585858585857
ajar,0.5631313131313131
akin,0.16919191919191917
alabaster,0.6994949494949495
alarm,0.8661616161616161
alarmclock,0.9924242424242423
alarmed,0.5303030303030303
alarming,0.26010101010101006
alarmingly,0.2777777777777778
alarmist,0.398989898989899
alas,0.13131313131313133
albacore,0.6742424242424242
albatross,0.9520202020202019
albeit,0.10606060606060605
albino,0.851010101010101
album,0.9217171717171718
alchemic,0.42676767676767674
alchemically,0.26262626262626265
alchemist,0.8055555555555557
alchemy,0.2676767676767677
alcohol,0.9393939393939393
alcoholic,0.5883838383838385
alcoholically,0.3434343434343434
alcoholism,0.4772727272727273
alcove,0.7676767676767677
alderwoman,0.7272727272727273
ale,0.9116161616161617
alehouse,0.8484848484848486
alert,0.3914141414141414
alertly,0.26010101010101006
alertness,0.2803030303030303
alfalfa,0.9217171717171718
algae,0.9823232323232323
algebra,0.5303030303030303
algebraic,0.398989898989899
algebraically,0.31565656565656564
algorithm,0.5126262626262625
alias,0.45959595959595956
alibi,0.3863636363636363
alien,0.6262626262626263
alienability,0.20202020202020204
alienable,0.196969696969697
alienate,0.1994949494949495
alienation,0.17424242424242423
alienator,0.26262626262626265
aliens,0.712121212121212
alight,0.48484848484848486
align,0.44191919191919193
alignment,0.5606060606060606
alike,0.33838383838383834
alikeness,0.3005050505050505
alimony,0.5151515151515151
alive,0.5303030303030303
aliveness,0.3333333333333333
alkaline,0.6161616161616161
alkalinity,0.45454545454545453
alkalinize,0.3434343434343434
alkalization,0.3333333333333333
alkalize,0.45707070707070707
alkaloid,0.5909090909090908
all,0.3106060606060606
allegation,0.1893939393939394
allege,0.18181818181818182
allegeable,0.2222222222222222
alleged,0.196969696969697
allegedly,0.1515151515151515
allegiance,0.18434343434343434
allegoric,0.1717171717171717
allegorical,0.12121212121212122
allegorically,0.08333333333333336
allegorist,0.3181818181818181
allegory,0.26010101010101006
allergen,0.7297979797979799
allergenic,0.35101010101010105
allergic,0.38131313131313127
allergist,0.7474747474747475
allergy,0.6666666666666667
alleviate,0.36363636363636365
alleviation,0.2803030303030303
alleviative,0.25252525252525254
alleviator,0.41666666666666663
alley,0.9545454545454546
alleyway,0.8232323232323232
alliance,0.3686868686868687
allied,0.33838383838383834
allies,0.6161616161616161
alligator,0.98989898989899
alliterate,0.35353535353535354
alliteration,0.3055555555555555
allocable,0.1893939393939394
allocate,0.33838383838383834
allocation,0.3232323232323232
allocator,0.43939393939393934
allotment,0.46464646464646464
allow,0.34595959595959597
allowable,0.2853535353535353
allowableness,0.17929292929292928
allowably,0.2222222222222222
allowance,0.5126262626262625
alloy,0.8207070707070707
allspice,0.8838383838383839
allude,0.19444444444444445
allure,0.2222222222222222
allurer,0.3005050505050505
alluring,0.26010101010101006
alluringly,0.2070707070707071
allusion,0.13636363636363638
allusively,0.16666666666666666
allusiveness,0.20454545454545456
ally,0.3964646464646464
almanac,0.8585858585858587
almightily,0.196969696969697
almightiness,0.07575757575757577
almighty,0.21717171717171715
almond,0.9267676767676768
almost,0.15656565656565655
aloe,0.9570707070707071
aloft,0.4040404040404041
aloha,0.3914141414141414
alone,0.45959595959595956
aloneness,0.17929292929292928
along,0.2777777777777778
alongside,0.44949494949494945
aloof,0.10606060606060605
aloofly,0.196969696969697
aloofness,0.2853535353535353
aloud,0.5202020202020202
alpaca,0.9520202020202019
alpha,0.19444444444444445
alphabet,0.8257575757575757
alphabetic,0.5050505050505051
alphabetical,0.5126262626262625
alphabetically,0.6818181818181819
alphabetization,0.3207070707070707
alphabetize,0.5277777777777778
alphanumeric,0.48484848484848486
alphanumerical,0.5757575757575757
alpine,0.6717171717171717
already,0.1515151515151515
alright,0.22474747474747472
also,0.1994949494949495
altar,0.962121212121212
altarpiece,0.8838383838383839
alter,0.5126262626262625
alterability,0.2121212121212121
alterable,0.3106060606060606
alteration,0.547979797979798
altercation,0.547979797979798
alternate,0.35101010101010105
alternately,0.24999999999999994
alternating,0.36363636363636365
alternation,0.494949494949495
alternative,0.35858585858585856
alternatively,0.2222222222222222
alternativeness,0.20454545454545456
alternator,0.8156565656565655
although,0.007575757575757583
altitude,0.48484848484848486
alto,0.5883838383838385
altogether,0.3333333333333333
altruism,0.11616161616161616
altruistic,0.23232323232323232
altruistically,0.10353535353535352
alum,0.7373737373737373
aluminize,0.37373737373737376
aluminum,0.9696969696969697
alumni,0.5429292929292929
always,0.16919191919191917
alzheimer,0.3762626262626262
am,0.23232323232323232
amaretto,0.8989898989898989
amass,0.3131313131313131
amateur,0.3207070707070707
amateurish,0.22474747474747472
amateurishly,0.2121212121212121
amateurishness,0.19191919191919193
amateurism,0.15909090909090906
amaze,0.24242424242424243
amazed,0.12121212121212122
amazedly,0.101010101010101
amazedness,0.1464646464646465
amazement,0.2146464646464646
amazing,0.12878787878787878
amazingly,0.13636363636363638
ambassador,0.8181818181818182
ambassadorial,0.18434343434343434
ambassadorship,0.4141414141414142
amber,0.8358585858585857
ambiance,0.3207070707070707
ambidexterity,0.553030303030303
ambidexterous,0.5732323232323232
ambidextrous,0.654040404040404
ambidextrously,0.5303030303030303
ambidextrousness,0.4772727272727273
ambience,0.1717171717171717
ambient,0.25252525252525254
ambiguity,0.06565656565656566
ambiguous,0.1111111111111111
ambiguously,0.13131313131313133
ambiguousness,0.12626262626262627
ambition,0.17676767676767677
ambitionless,0.25252525252525254
ambitious,0.19444444444444445
ambitiously,0.18686868686868688
ambitiousness,0.18686868686868688
ambivalence,0.16666666666666666
ambivalent,0.042929292929292914
amble,0.5378787878787878
ambling,0.35353535353535354
ambulance,0.9520202020202019
ambulatory,0.47474747474747475
ambush,0.5353535353535354
ambusher,0.48484848484848486
amen,0.18686868686868688
amenable,0.2070707070707071
amend,0.3232323232323232
amendable,0.20454545454545456
amendatory,0.14141414141414144
amendment,0.35353535353535354
amends,0.2222222222222222
amenity,0.45959595959595956
americanize,0.1893939393939394
amethyst,0.7702020202020201
amiable,0.34090909090909094
amicability,0.1111111111111111
amicable,0.17676767676767677
amicableness,0.13636363636363638
amicably,0.27020202020202017
amid,0.3106060606060606
amidst,0.2803030303030303
amigo,0.5656565656565656
amino,0.42929292929292934
amiss,0.12373737373737374
ammo,0.962121212121212
ammonia,0.8585858585858587
ammonium,0.7575757575757576
ammunition,0.9696969696969697
amnesia,0.648989898989899
amnesiac,0.4671717171717172
amnesty,0.2878787878787879
amoeba,0.6893939393939394
amoebic,0.45454545454545453
amok,0.24242424242424243
among,0.33838383838383834
amongst,0.44696969696969696
amoral,0.10606060606060605
amorality,0.1515151515151515
amorously,0.196969696969697
amorousness,0.2222222222222222
amorphous,0.2803030303030303
amorphously,0.23232323232323232
amount,0.42929292929292934
amp,0.6439393939393939
amperage,0.5151515151515151
amphetamine,0.7929292929292928
amphibian,0.6893939393939394
amphibious,0.6565656565656566
amphibiously,0.4065656565656565
amphitheater,0.8383838383838385
ample,0.3686868686868687
ampleness,0.24242424242424243
amplification,0.4772727272727273
amplifier,0.946969696969697
amplify,0.48484848484848486
amplitude,0.47474747474747475
amply,0.24242424242424243
amputate,0.7222222222222222
amputation,0.6868686868686869
amputee,0.946969696969697
amuck,0.1616161616161616
amulet,0.7474747474747475
amusable,0.2777777777777778
amuse,0.3863636363636363
amused,0.23232323232323232
amusedly,0.24242424242424243
amusement,0.26010101010101006
amuser,0.6262626262626263
amusing,0.2777777777777778
amusingly,0.24242424242424243
an,0.10606060606060605
anaconda,0.9823232323232323
anaerobic,0.4040404040404041
anaesthetize,0.41666666666666663
anagram,0.654040404040404
anagrams,0.5378787878787878
anal,0.5707070707070706
analgesic,0.6388888888888888
anally,0.47474747474747475
analog,0.4116161616161616
analogical,0.196969696969697
analogous,0.13636363636363638
analogue,0.5151515151515151
analogy,0.14393939393939395
analyses,0.25252525252525254
analysis,0.38383838383838387
analyst,0.8055555555555557
analytic,0.19191919191919193
analytical,0.2070707070707071
analytically,0.196969696969697
analytics,0.35101010101010105
analyzability,0.22474747474747472
analyzable,0.2121212121212121
analyze,0.3181818181818181
