expression,conc,n_words
consumption tax,0.5,2
contact card,0.8500000000000001,2
contact cement,0.735294117647059,2
contact information,0.55,2
contact lens,0.7893939393939393,2
contact microphone,0.75,2
contact sport,0.65,2
contactless card,0.75,2
contagious disease,0.5714285714285714,2
container ship,0.659090909090909,2
container vessel,0.8500000000000001,2
contemporary world,0.375,2
contempt of congress,0.3194444444444444,3
contempt of court,0.175,3
contempt of parliament,0.2,3
contend with,0.43181818181818177,2
content aggregator,0.42500000000000004,2
content provider,0.65,2
content word,0.32499999999999996,2
context of use,0.175,3
continental army,0.6363636363636364,2
continental breakfast,0.8,2
continental climate,0.55,2
continental crust,0.7857142857142858,2
continental divide,0.65,2
continental drift,0.7,2
continental plate,0.75,2
continental quilt,0.825,2
continental shelf,0.6818181818181818,2
continental slope,0.575,2
contingency fee,0.625,2
contingent on,0.44999999999999996,2
contingent upon,0.25,2
continuation line,0.4772727272727273,2
continuing education,0.42500000000000004,2
continuous assessment,0.55,2
continuous clock,0.7749999999999999,2
continuous function,0.375,2
continuous tense,0.44999999999999996,2
contour line,0.7,2
contour map,0.7749999999999999,2
contour tone,0.6136363636363636,2
contrabass bass,0.8181818181818181,2
contraceptive device,0.95,2
contraceptive diaphragm,0.7749999999999999,2
contraceptive pill,0.825,2
contract a debt,0.36363636363636365,3
contract bridge,0.5,2
contract in,0.44999999999999996,2
contract in to,0.2954545454545454,3
contract killing,0.5,2
contract law,0.5681818181818182,2
contract of hazard,0.4545454545454546,3
contract offer,0.659090909090909,2
contract out,0.41666666666666663,2
contract out of,0.18181818181818182,3
contract out on,0.22499999999999998,3
contract out to,0.30000000000000004,3
contract under seal,0.4,3
contract work,0.675,2
contract worker,0.7,2
contradiction in terms,0.275,3
contrary to,0.375,2
contrast material,0.575,2
contrast medium,0.6333333333333333,2
contribute an opinion,0.35,3
contributory negligence,0.475,2
control account,0.5227272727272727,2
control arrangements,0.30000000000000004,2
control board,0.8636363636363635,2
control center,0.8,2
control circuit,0.825,2
control condition,0.475,2
control freak,0.5674242424242424,2
control function,0.47916666666666663,2
control grid,0.55,2
control group,0.42500000000000004,2
control key,0.8409090909090908,2
control operation,0.575,2
control panel,0.7122474747474747,2
control rod,0.7749999999999999,2
control room,0.875,2
control stick,0.825,2
control stock,0.6,2
control surface,0.6,2
control system,0.55,2
control the purse strings,0.44999999999999996,4
control tower,0.7021464646464646,2
control verb,0.4,2
controlled drug,0.825,2
controlled economy,0.475,2
controlled experiment,0.5227272727272727,2
controlled substance,0.44999999999999996,2
controlled trial,0.525,2
controlling interest,0.42500000000000004,2
convection oven,0.825,2
convector heater,0.9444444444444444,2
convenience food,0.7272727272727273,2
convenience store,0.5220959595959596,2
convent school,0.95,2
convention center,0.894736842105263,2
conventional mortgage loan,0.5416666666666666,3
conventional weapon,0.725,2
conventional wisdom,0.09999999999999998,2
converging lens,0.625,2
conversation piece,0.525,2
conversation stopper,0.38636363636363635,2
conversion burner,0.42500000000000004,2
conversion disorder,0.30000000000000004,2
conversion factor,0.28125,2
conversion kick,0.44999999999999996,2
conversion price,0.675,2
conversion rate,0.375,2
conversion van,0.75,2
convex combination,0.392857142857143,2
convex lens,0.875,2
convex shape,0.7954545454545454,2
conveyer belt,0.875,2
conveyor belt,0.755050505050505,2
conviction,0.9623737373737373,1
conviction rate,0.55,2
cooccur with,0.30000000000000004,2
cook down,0.55,2
cook somebody's goose,0.25,3
cook stove,0.95,2
cook the accounts,0.07500000000000001,3
cook the books,0.35,3
cook up,0.9409090909090909,2
cook your goose,0.39583333333333326,3
cooked,0.7,1
cooked breakfast,0.75,2
cooked pasta,1.0,2
cooker hood,0.8636363636363635,2
cookery book,0.8500000000000001,2
cookie cutter,0.6212121212121212,2
cookie dough,0.875,2
cookie jar,0.2803030303030303,2
cookie jar reserve,0.55,3
cookie pan,0.825,2
cookie press,0.8676470588235294,2
cookie recipe,0.925,2
cookie sheet,0.5315656565656566,2
cookie-cutter,0.725,1
cooking apple,0.7749999999999999,2
cooking chocolate,0.8636363636363635,2
cooking gas,0.825,2
cooking oil,0.944949494949495,2
cooking pan,0.8999999999999999,2
cooking pot,1.0,2
cooking set,0.95,2
cooking stove,0.9750000000000001,2
cooking utensil,0.9375,2
cooking utensils,0.825,2
cooking with gas,0.65,3
cookout,0.9035353535353536,1
cooky jar,0.8,2
cool air,0.8,2
cool as a cucumber,0.2954545454545454,4
cool bag,0.4,2
cool blue,0.55,2
cool box,0.675,2
cool breeze,0.6818181818181818,2
cool britannia,0.375,2
cool cat,0.44999999999999996,2
cool colors,0.525,2
cool down,0.8159090909090909,2
cool head,0.1842105263157895,2
cool headedness,0.2954545454545454,2
cool it,0.525,2
cool jazz,0.6136363636363636,2
cool night,0.725,2
cool off,0.9229797979797979,2
cool one's heels,0.275,3
cool one's jets,0.15000000000000002,3
cool out,0.42500000000000004,2
cool place,0.5227272727272727,2
cool story bro,0.175,3
cool stuff,0.22727272727272718,2
cool thing,0.32499999999999996,2
cool under pressure,0.25,3
cool water,0.8999999999999999,2
cool weather,0.734375,2
cool your heels,0.175,3
cool your jets,0.28846153846153844,3
"cool, calm and collected",0.36363636363636365,4
cooler bag,0.8541666666666667,2
cooler heads prevailed,0.13636363636363635,3
cooling rack,0.7272727272727273,2
cooling system,0.725,2
cooling tower,0.825,2
cooling-off period,0.22499999999999998,2
coon bear,0.675,2
coon eyes,0.475,2
coonskin cap,0.8999999999999999,2
coonskin hat,0.7307692307692307,2
coop in,0.2941176470588235,2
coop up,0.2727272727272727,2
cooped up,0.175,2
cooperative apartment,0.65,2
cooperative game,0.475,2
cooperative society,0.4,2
coordinate axis,0.55,2
coordinate clause,0.125,2
coordinate system,0.44999999999999996,2
coordinate term,0.6136363636363636,2
coordinated universal time,0.43181818181818177,3
coordinating conjunction,0.35,2
cop a feel,0.375,3
cop a plea,0.32499999999999996,3
cop an attitude,0.4,3
cop it,0.36363636363636365,2
cop off,0.4,2
cop off with,0.575,3
cop on,0.575,2
cop out,0.20454545454545447,2
cop out of,0.25,3
cop shop,0.625,2
cop to,0.44999999999999996,2
cop-out,0.30000000000000004,1
cope with,0.9321969696969696,2
Copenhagen blue,0.75,2
coping saw,0.725,2
coping stone,0.65,2
copious free time,0.2,3
copper aspirinate,0.65,2
copper captain,0.32499999999999996,2
copper coin,0.8500000000000001,2
copper color,0.8999999999999999,2
copper mine,0.9750000000000001,2
copper oxide,0.8999999999999999,2
copper piping,0.875,2
copper sulfate,0.7,2
copper wire,0.875,2
copper-bottomed,0.625,1
cops and robbers,0.475,3
coptic church,0.65,2
copy cat,0.475,2
copy down,0.659090909090909,2
copy edit,0.65,2
copy editing,0.6,2
copy editor,0.725,2
copy in,0.4,2
copy in on,0.43181818181818177,3
copy machine,0.925,2
copy number,0.5882352941176471,2
copy number variation,0.625,3
copy out,0.4772727272727273,2
copy protection,0.7083333333333334,2
copy shop,0.65,2
copy test,0.625,2
copy to,0.42500000000000004,2
copy typist,0.7,2
copying machine,0.95,2
copyright infringement,0.590909090909091,2
copyright library,0.6,2
coqui frog,0.9772727272727273,2
coquilla nut,0.875,2
coral bean,0.75,2
coral bleaching,0.65,2
coral bush,0.675,2
coral drops,0.525,2
coral gem,0.825,2
coral necklace,0.7,2
coral reef,0.9073232323232324,2
coral sea,0.7749999999999999,2
coral snake,0.7818181818181817,2
coral tree,0.8999999999999999,2
coral vine,0.7272727272727273,2
cord sleeve,0.8,2
cordial reception,0.44999999999999996,2
cordon bleu,0.9532828282828285,2
cordon off,0.525,2
core bit,0.35,2
core business,0.525,2
core competence,0.5208333333333333,2
core drill,0.7894736842105263,2
core dump,0.525,2
core group,0.42500000000000004,2
core memory,0.55,2
core out,0.525,2
core time,0.2321428571428572,2
coriander curry,0.7045454545454544,2
cork board,0.95,2
cork jacket,0.8409090909090908,2
cork screw,0.75,2
cork something up,0.275,3
cork tree,0.7749999999999999,2
cork up,0.4,2
corkwood tree,0.875,2
corn beef,0.9318181818181821,2
corn belt,0.675,2
corn bread,0.7749999999999999,2
corn cake,0.925,2
corn chip,1.0,2
corn chowder,0.875,2
corn circle,0.7,2
corn cob,0.8,2
corn dodger,0.725,2
corn dog,0.75,2
corn exchange,0.625,2
corn field,0.9962121212121211,2
corn flake,0.95,2
corn flakes,0.8500000000000001,2
corn flour,0.925,2
corn fritter,0.8999999999999999,2
corn fritters,0.675,2
corn gluten,0.8863636363636365,2
corn grinder,0.75,2
corn house,0.7045454545454544,2
corn husk,0.8999999999999999,2
corn maze,0.875,2
corn meal,0.825,2
corn muffin,0.9772727272727273,2
corn oil,0.925,2
corn on the cob,0.78125,4
corn pick,0.8,2
corn picker,0.725,2
corn pone,0.575,2
corn pudding,0.8,2
corn roaster,0.9090909090909092,2
corn salad,0.8999999999999999,2
corn silk,0.925,2
corn snow,0.575,2
corn stalk,0.925,2
corn starch,1.0,2
corn sugar,0.8333333333333333,2
corn syrup,0.9750000000000001,2
corn tash,0.725,2
corn tortilla,0.925,2
corn whiskey,0.9166666666666667,2
corn whisky,0.8,2
corncob pipe,0.825,2
corneal graft,0.6,2
corned beef,0.5685606060606061,2
corned beef hash,0.8999999999999999,3
corner brace,0.75,2
corner flag,0.875,2
corner forward,0.375,2
corner kick,0.6818181818181818,2
corner office,0.8500000000000001,2
corner pocket,0.6136363636363636,2
corner post,0.8999999999999999,2
corner shop,0.9570707070707071,2
corner store,0.9545454545454546,2
corner the market,0.44999999999999996,3
corner time,0.22499999999999998,2
corner tooth,0.875,2
corner you,0.375,2
Cornish cream,0.9090909090909092,2
Cornish pasty,0.575,2
cornmeal mush,0.8636363636363635,2
corollary relief,0.30000000000000004,2
coronary artery,0.838235294117647,2
coronary bypass,0.7727272727272727,2
coronary occlusion,0.725,2
coronary thrombosis,0.5166666666666667,2
corporal punishment,0.975,2
corporate bond,0.6,2
corporate client,0.7,2
corporate farm,0.7954545454545454,2
corporate hospitality,0.375,2
corporate ladder,0.32499999999999996,2
corporate raider,0.375,2
corporate responsibility,0.25,2
corporate social responsibility,0.44999999999999996,3
corporate tax,0.5454545454545454,2
corporate welfare,0.22727272727272718,2
corporation law,0.75,2
corporation pop,0.43181818181818177,2
corporation tax,0.7727272727272727,2
corps de ballet,0.7083333333333334,3
corpse plant,0.7954545454545454,2
corpus callosum,0.7,2
corpus christi,0.625,2
correction fluid,0.8181818181818181,2
correctional center,0.825,2
correctional facility,0.8636363636363635,2
correctional institution,0.8181818181818181,2
corrections officer,0.5681818181818182,2
correlation coefficient,0.30000000000000004,2
correlation does not imply causation,0.22499999999999998,5
correlation matrix,0.475,2
correlation table,0.725,2
correlational analysis,0.25,2
correspondence course,0.65,2
corresponding angle,0.725,2
corridors of power,0.475,3
corroborating evidence,0.44999999999999996,2
corrugated board,0.95,2
corrugated cardboard,0.825,2
corrugated fastener,0.8529411764705883,2
corrugated iron,0.825,2
corrugated steel,0.7727272727272727,2
corsac fox,0.675,2
corset dress,0.8863636363636365,2
cortical reaction,0.625,2
corvine bird,0.9545454545454546,2
cosine law,0.6363636363636364,2
cosmetic surgeon,0.8409090909090908,2
cosmetic surgery,0.725,2
cosmic dust,0.525,2
cosmic radiation,0.5227272727272727,2
cosmic ray,0.6,2
cosmic rays,0.6,2
cosmic time,0.375,2
cosmological city,0.4821428571428571,2
cost a pretty penny,0.13636363636363635,4
cost accountant,0.525,2
cost accounting,0.675,2
cost an arm and a leg,0.25,6
cost analysis,0.5,2
cost center,0.625,2
cost cutting,0.6,2
cost effective,0.8911616161616162,2
cost efficient,0.975,2
cost increase,0.30000000000000004,2
cost ledger,0.625,2
cost of entry,0.525,3
cost of living,0.4772727272727273,3
cost out,0.4,2
cost overrun,0.31818181818181823,2
cost price,0.525,2
cost saving,0.42500000000000004,2
cost somebody an arm and leg,0.43181818181818177,6
cost the earth,0.2727272727272727,3
cost up,0.38636363636363635,2
cost you,0.34090909090909105,2
cost-benefit analysis,0.475,2
cost-effective,0.44999999999999996,1
cost-of-living allowance,0.525,2
cost-of-living index,0.625,2
costal groove,0.55,2
costume choice,0.625,2
costume drama,0.65,2
costume jewellery,0.8999999999999999,2
costume jewelry,0.7272727272727273,2
costume party,0.9230769230769231,2
costumer service,0.625,2
cosy up,0.29166666666666663,2
cosy up to,0.42500000000000004,3
cot death,0.5,2
cottage cheese,0.925,2
cottage hospital,0.9750000000000001,2
cottage industry,0.575,2
cottage loaf,0.8181818181818181,2
cottage pie,0.9750000000000001,2
cottage tent,0.9264705882352942,2
cotter pin,0.7954545454545454,2
cotton ball,0.9750000000000001,2
cotton balls,0.925,2
cotton belt,0.653846153846154,2
cotton boll,0.7727272727272727,2
cotton bud,0.9318181818181821,2
cotton cake,0.5,2
cotton candy,0.961111111111111,2
cotton fiber,0.8181818181818181,2
cotton flannel,0.875,2
cotton gin,0.7045454545454544,2
cotton grass,0.925,2
cotton mill,0.7,2
cotton mouse,0.675,2
cotton on,0.22499999999999998,2
cotton on to,0.25,3
cotton plant,0.8500000000000001,2
cotton plantation,0.9318181818181821,2
cotton rat,0.8035714285714286,2
cotton reel,0.725,2
cotton rope,0.725,2
cotton stainer,0.8181818181818181,2
cotton strain,0.640625,2
cotton swab,1.0,2
cotton up,0.2954545454545454,2
cotton up to,0.38636363636363635,3
cotton wool,0.9286616161616161,2
cotton wool ball,0.925,3
cotton-picking,0.6136363636363636,1
cottonseed meal,0.8863636363636365,2
cottonseed oil,0.95,2
cottonwood tree,0.6,2
couch cushion,0.8500000000000001,2
couch potato,0.9660353535353536,2
couch surfing,0.4772727272727273,2
cough button,0.5208333333333333,2
cough drop,0.8999999999999999,2
cough drops,0.825,2
cough medicine,0.8999999999999999,2
cough mixture,0.625,2
cough sweet,0.6136363636363636,2
cough syrup,0.8999999999999999,2
cough up,0.9486111111111111,2
coughing fit,0.5,2
coughing up,0.5,2
could be written on the back of a postage stamp,0.125,10
could care less,0.25,3
could do with,0.125,3
could do without,0.20454545454545447,3
could eat a horse,0.22727272727272718,4
could fit on the back of a postage stamp,0.20454545454545447,9
could hardly,0.32499999999999996,2
"could have, would have, should have",0.07500000000000001,6
"could i see the menu, please",0.6363636363636364,6
